date_id,full_date,day,month,month_name,quarter,year,day_of_week,is_weekend
103,2019-04-13,13,4,April,2,2019,Saturday,True
104,2019-04-14,14,4,April,2,2019,Sunday,True
105,2019-04-15,15,4,April,2,2019,Monday,False
106,2019-04-16,16,4,April,2,2019,Tuesday,False
107,2019-04-17,17,4,April,2,2019,Wednesday,False
108,2019-04-18,18,4,April,2,2019,Thursday,False
109,2019-04-19,19,4,April,2,2019,Friday,False
110,2019-04-20,20,4,April,2,2019,Saturday,True
111,2019-04-21,21,4,April,2,2019,Sunday,True
112,2019-04-22,22,4,April,2,2019,Monday,False
113,2019-04-23,23,4,April,2,2019,Tuesday,False
114,2019-04-24,24,4,April,2,2019,Wednesday,False
115,2019-04-25,25,4,April,2,2019,Thursday,False
116,2019-04-26,26,4,April,2,2019,Friday,False
117,2019-04-27,27,4,April,2,2019,Saturday,True
118,2019-04-28,28,4,April,2,2019,Sunday,True
119,2019-04-29,29,4,April,2,2019,Monday,False
120,2019-04-30,30,4,April,2,2019,Tuesday,False
121,2019-05-01,1,5,May,2,2019,Wednesday,False
122,2019-05-02,2,5,May,2,2019,Thursday,False
123,2019-05-03,3,5,May,2,2019,Friday,False
124,2019-05-04,4,5,May,2,2019,Saturday,True
125,2019-05-05,5,5,May,2,2019,Sunday,True
126,2019-05-06,6,5,May,2,2019,Monday,False
127,2019-05-07,7,5,May,2,2019,Tuesday,False
128,2019-05-08,8,5,May,2,2019,Wednesday,False
129,2019-05-09,9,5,May,2,2019,Thursday,False
130,2019-05-10,10,5,May,2,2019,Friday,False
131,2019-05-11,11,5,May,2,2019,Saturday,True
132,2019-05-12,12,5,May,2,2019,Sunday,True
133,2019-05-13,13,5,May,2,2019,Monday,False
134,2019-05-14,14,5,May,2,2019,Tuesday,False
135,2019-05-15,15,5,May,2,2019,Wednesday,False
136,2019-05-16,16,5,May,2,2019,Thursday,False
137,2019-05-17,17,5,May,2,2019,Friday,False
138,2019-05-18,18,5,May,2,2019,Saturday,True
139,2019-05-19,19,5,May,2,2019,Sunday,True
140,2019-05-20,20,5,May,2,2019,Monday,False
141,2019-05-21,21,5,May,2,2019,Tuesday,False
142,2019-05-22,22,5,May,2,2019,Wednesday,False
143,2019-05-23,23,5,May,2,2019,Thursday,False
144,2019-05-24,24,5,May,2,2019,Friday,False
145,2019-05-25,25,5,May,2,2019,Saturday,True
146,2019-05-26,26,5,May,2,2019,Sunday,True
147,2019-05-27,27,5,May,2,2019,Monday,False
148,2019-05-28,28,5,May,2,2019,Tuesday,False
149,2019-05-29,29,5,May,2,2019,Wednesday,False
150,2019-05-30,30,5,May,2,2019,Thursday,False
151,2019-05-31,31,5,May,2,2019,Friday,False
152,2019-06-01,1,6,June,2,2019,Saturday,True
153,2019-06-02,2,6,June,2,2019,Sunday,True
154,2019-06-03,3,6,June,2,2019,Monday,False
155,2019-06-04,4,6,June,2,2019,Tuesday,False
156,2019-06-05,5,6,June,2,2019,Wednesday,False
157,2019-06-06,6,6,June,2,2019,Thursday,False
158,2019-06-07,7,6,June,2,2019,Friday,False
159,2019-06-08,8,6,June,2,2019,Saturday,True
160,2019-06-09,9,6,June,2,2019,Sunday,True
161,2019-06-10,10,6,June,2,2019,Monday,False
162,2019-06-11,11,6,June,2,2019,Tuesday,False
163,2019-06-12,12,6,June,2,2019,Wednesday,False
164,2019-06-13,13,6,June,2,2019,Thursday,False
165,2019-06-14,14,6,June,2,2019,Friday,False
166,2019-06-15,15,6,June,2,2019,Saturday,True
167,2019-06-16,16,6,June,2,2019,Sunday,True
168,2019-06-17,17,6,June,2,2019,Monday,False
169,2019-06-18,18,6,June,2,2019,Tuesday,False
170,2019-06-19,19,6,June,2,2019,Wednesday,False
171,2019-06-20,20,6,June,2,2019,Thursday,False
172,2019-06-21,21,6,June,2,2019,Friday,False
173,2019-06-22,22,6,June,2,2019,Saturday,True
174,2019-06-23,23,6,June,2,2019,Sunday,True
175,2019-06-24,24,6,June,2,2019,Monday,False
176,2019-06-25,25,6,June,2,2019,Tuesday,False
177,2019-06-26,26,6,June,2,2019,Wednesday,False
178,2019-06-27,27,6,June,2,2019,Thursday,False
179,2019-06-28,28,6,June,2,2019,Friday,False
180,2019-06-29,29,6,June,2,2019,Saturday,True
181,2019-06-30,30,6,June,2,2019,Sunday,True
182,2019-07-01,1,7,July,3,2019,Monday,False
183,2019-07-02,2,7,July,3,2019,Tuesday,False
184,2019-07-03,3,7,July,3,2019,Wednesday,False
185,2019-07-04,4,7,July,3,2019,Thursday,False
186,2019-07-05,5,7,July,3,2019,Friday,False
187,2019-07-06,6,7,July,3,2019,Saturday,True
188,2019-07-07,7,7,July,3,2019,Sunday,True
189,2019-07-08,8,7,July,3,2019,Monday,False
190,2019-07-09,9,7,July,3,2019,Tuesday,False
191,2019-07-10,10,7,July,3,2019,Wednesday,False
192,2019-07-11,11,7,July,3,2019,Thursday,False
193,2019-07-12,12,7,July,3,2019,Friday,False
194,2019-07-13,13,7,July,3,2019,Saturday,True
195,2019-07-14,14,7,July,3,2019,Sunday,True
196,2019-07-15,15,7,July,3,2019,Monday,False
197,2019-07-16,16,7,July,3,2019,Tuesday,False
198,2019-07-17,17,7,July,3,2019,Wednesday,False
199,2019-07-18,18,7,July,3,2019,Thursday,False
200,2019-07-19,19,7,July,3,2019,Friday,False
201,2019-07-20,20,7,July,3,2019,Saturday,True
202,2019-07-21,21,7,July,3,2019,Sunday,True
203,2019-07-22,22,7,July,3,2019,Monday,False
204,2019-07-23,23,7,July,3,2019,Tuesday,False
205,2019-07-24,24,7,July,3,2019,Wednesday,False
206,2019-07-25,25,7,July,3,2019,Thursday,False
207,2019-07-26,26,7,July,3,2019,Friday,False
208,2019-07-27,27,7,July,3,2019,Saturday,True
209,2019-07-28,28,7,July,3,2019,Sunday,True
210,2019-07-29,29,7,July,3,2019,Monday,False
211,2019-07-30,30,7,July,3,2019,Tuesday,False
212,2019-07-31,31,7,July,3,2019,Wednesday,False
213,2019-08-01,1,8,August,3,2019,Thursday,False
214,2019-08-02,2,8,August,3,2019,Friday,False
215,2019-08-03,3,8,August,3,2019,Saturday,True
216,2019-08-04,4,8,August,3,2019,Sunday,True
217,2019-08-05,5,8,August,3,2019,Monday,False
218,2019-08-06,6,8,August,3,2019,Tuesday,False
219,2019-08-07,7,8,August,3,2019,Wednesday,False
220,2019-08-08,8,8,August,3,2019,Thursday,False
221,2019-08-09,9,8,August,3,2019,Friday,False
222,2019-08-10,10,8,August,3,2019,Saturday,True
223,2019-08-11,11,8,August,3,2019,Sunday,True
224,2019-08-12,12,8,August,3,2019,Monday,False
225,2019-08-13,13,8,August,3,2019,Tuesday,False
226,2019-08-14,14,8,August,3,2019,Wednesday,False
227,2019-08-15,15,8,August,3,2019,Thursday,False
228,2019-08-16,16,8,August,3,2019,Friday,False
229,2019-08-17,17,8,August,3,2019,Saturday,True
230,2019-08-18,18,8,August,3,2019,Sunday,True
231,2019-08-19,19,8,August,3,2019,Monday,False
232,2019-08-20,20,8,August,3,2019,Tuesday,False
233,2019-08-21,21,8,August,3,2019,Wednesday,False
234,2019-08-22,22,8,August,3,2019,Thursday,False
235,2019-08-23,23,8,August,3,2019,Friday,False
236,2019-08-24,24,8,August,3,2019,Saturday,True
237,2019-08-25,25,8,August,3,2019,Sunday,True
238,2019-08-26,26,8,August,3,2019,Monday,False
239,2019-08-27,27,8,August,3,2019,Tuesday,False
240,2019-08-28,28,8,August,3,2019,Wednesday,False
241,2019-08-29,29,8,August,3,2019,Thursday,False
242,2019-08-30,30,8,August,3,2019,Friday,False
243,2019-08-31,31,8,August,3,2019,Saturday,True
244,2019-09-01,1,9,September,3,2019,Sunday,True
245,2019-09-02,2,9,September,3,2019,Monday,False
246,2019-09-03,3,9,September,3,2019,Tuesday,False
247,2019-09-04,4,9,September,3,2019,Wednesday,False
248,2019-09-05,5,9,September,3,2019,Thursday,False
249,2019-09-06,6,9,September,3,2019,Friday,False
250,2019-09-07,7,9,September,3,2019,Saturday,True
251,2019-09-08,8,9,September,3,2019,Sunday,True
252,2019-09-09,9,9,September,3,2019,Monday,False
253,2019-09-10,10,9,September,3,2019,Tuesday,False
254,2019-09-11,11,9,September,3,2019,Wednesday,False
255,2019-09-12,12,9,September,3,2019,Thursday,False
256,2019-09-13,13,9,September,3,2019,Friday,False
257,2019-09-14,14,9,September,3,2019,Saturday,True
258,2019-09-15,15,9,September,3,2019,Sunday,True
259,2019-09-16,16,9,September,3,2019,Monday,False
260,2019-09-17,17,9,September,3,2019,Tuesday,False
261,2019-09-18,18,9,September,3,2019,Wednesday,False
262,2019-09-19,19,9,September,3,2019,Thursday,False
263,2019-09-20,20,9,September,3,2019,Friday,False
264,2019-09-21,21,9,September,3,2019,Saturday,True
265,2019-09-22,22,9,September,3,2019,Sunday,True
266,2019-09-23,23,9,September,3,2019,Monday,False
267,2019-09-24,24,9,September,3,2019,Tuesday,False
268,2019-09-25,25,9,September,3,2019,Wednesday,False
269,2019-09-26,26,9,September,3,2019,Thursday,False
270,2019-09-27,27,9,September,3,2019,Friday,False
271,2019-09-28,28,9,September,3,2019,Saturday,True
272,2019-09-29,29,9,September,3,2019,Sunday,True
273,2019-09-30,30,9,September,3,2019,Monday,False
274,2019-10-01,1,10,October,4,2019,Tuesday,False
275,2019-10-02,2,10,October,4,2019,Wednesday,False
276,2019-10-03,3,10,October,4,2019,Thursday,False
277,2019-10-04,4,10,October,4,2019,Friday,False
278,2019-10-05,5,10,October,4,2019,Saturday,True
279,2019-10-06,6,10,October,4,2019,Sunday,True
280,2019-10-07,7,10,October,4,2019,Monday,False
281,2019-10-08,8,10,October,4,2019,Tuesday,False
282,2019-10-09,9,10,October,4,2019,Wednesday,False
283,2019-10-10,10,10,October,4,2019,Thursday,False
284,2019-10-11,11,10,October,4,2019,Friday,False
285,2019-10-12,12,10,October,4,2019,Saturday,True
286,2019-10-13,13,10,October,4,2019,Sunday,True
287,2019-10-14,14,10,October,4,2019,Monday,False
288,2019-10-15,15,10,October,4,2019,Tuesday,False
289,2019-10-16,16,10,October,4,2019,Wednesday,False
290,2019-10-17,17,10,October,4,2019,Thursday,False
291,2019-10-18,18,10,October,4,2019,Friday,False
292,2019-10-19,19,10,October,4,2019,Saturday,True
293,2019-10-20,20,10,October,4,2019,Sunday,True
294,2019-10-21,21,10,October,4,2019,Monday,False
295,2019-10-22,22,10,October,4,2019,Tuesday,False
296,2019-10-23,23,10,October,4,2019,Wednesday,False
297,2019-10-24,24,10,October,4,2019,Thursday,False
298,2019-10-25,25,10,October,4,2019,Friday,False
299,2019-10-26,26,10,October,4,2019,Saturday,True
300,2019-10-27,27,10,October,4,2019,Sunday,True
301,2019-10-28,28,10,October,4,2019,Monday,False
302,2019-10-29,29,10,October,4,2019,Tuesday,False
303,2019-10-30,30,10,October,4,2019,Wednesday,False
304,2019-10-31,31,10,October,4,2019,Thursday,False
305,2019-11-01,1,11,November,4,2019,Friday,False
306,2019-11-02,2,11,November,4,2019,Saturday,True
307,2019-11-03,3,11,November,4,2019,Sunday,True
308,2019-11-04,4,11,November,4,2019,Monday,False
309,2019-11-05,5,11,November,4,2019,Tuesday,False
310,2019-11-06,6,11,November,4,2019,Wednesday,False
311,2019-11-07,7,11,November,4,2019,Thursday,False
312,2019-11-08,8,11,November,4,2019,Friday,False
313,2019-11-09,9,11,November,4,2019,Saturday,True
314,2019-11-10,10,11,November,4,2019,Sunday,True
315,2019-11-11,11,11,November,4,2019,Monday,False
316,2019-11-12,12,11,November,4,2019,Tuesday,False
317,2019-11-13,13,11,November,4,2019,Wednesday,False
318,2019-11-14,14,11,November,4,2019,Thursday,False
319,2019-11-15,15,11,November,4,2019,Friday,False
320,2019-11-16,16,11,November,4,2019,Saturday,True
321,2019-11-17,17,11,November,4,2019,Sunday,True
322,2019-11-18,18,11,November,4,2019,Monday,False
323,2019-11-19,19,11,November,4,2019,Tuesday,False
324,2019-11-20,20,11,November,4,2019,Wednesday,False
325,2019-11-21,21,11,November,4,2019,Thursday,False
326,2019-11-22,22,11,November,4,2019,Friday,False
327,2019-11-23,23,11,November,4,2019,Saturday,True
328,2019-11-24,24,11,November,4,2019,Sunday,True
329,2019-11-25,25,11,November,4,2019,Monday,False
330,2019-11-26,26,11,November,4,2019,Tuesday,False
331,2019-11-27,27,11,November,4,2019,Wednesday,False
332,2019-11-28,28,11,November,4,2019,Thursday,False
333,2019-11-29,29,11,November,4,2019,Friday,False
334,2019-11-30,30,11,November,4,2019,Saturday,True
335,2019-12-01,1,12,December,4,2019,Sunday,True
336,2019-12-02,2,12,December,4,2019,Monday,False
337,2019-12-03,3,12,December,4,2019,Tuesday,False
338,2019-12-04,4,12,December,4,2019,Wednesday,False
339,2019-12-05,5,12,December,4,2019,Thursday,False
340,2019-12-06,6,12,December,4,2019,Friday,False
341,2019-12-07,7,12,December,4,2019,Saturday,True
342,2019-12-08,8,12,December,4,2019,Sunday,True
343,2019-12-09,9,12,December,4,2019,Monday,False
344,2019-12-10,10,12,December,4,2019,Tuesday,False
345,2019-12-11,11,12,December,4,2019,Wednesday,False
346,2019-12-12,12,12,December,4,2019,Thursday,False
347,2019-12-13,13,12,December,4,2019,Friday,False
348,2019-12-14,14,12,December,4,2019,Saturday,True
349,2019-12-15,15,12,December,4,2019,Sunday,True
350,2019-12-16,16,12,December,4,2019,Monday,False
351,2019-12-17,17,12,December,4,2019,Tuesday,False
352,2019-12-18,18,12,December,4,2019,Wednesday,False
353,2019-12-19,19,12,December,4,2019,Thursday,False
354,2019-12-20,20,12,December,4,2019,Friday,False
355,2019-12-21,21,12,December,4,2019,Saturday,True
356,2019-12-22,22,12,December,4,2019,Sunday,True
357,2019-12-23,23,12,December,4,2019,Monday,False
358,2019-12-24,24,12,December,4,2019,Tuesday,False
359,2019-12-25,25,12,December,4,2019,Wednesday,False
360,2019-12-26,26,12,December,4,2019,Thursday,False
361,2019-12-27,27,12,December,4,2019,Friday,False
362,2019-12-28,28,12,December,4,2019,Saturday,True
363,2019-12-29,29,12,December,4,2019,Sunday,True
364,2019-12-30,30,12,December,4,2019,Monday,False
365,2019-12-31,31,12,December,4,2019,Tuesday,False
366,2020-01-01,1,1,January,1,2020,Wednesday,False
367,2020-01-02,2,1,January,1,2020,Thursday,False
368,2020-01-03,3,1,January,1,2020,Friday,False
369,2020-01-04,4,1,January,1,2020,Saturday,True
370,2020-01-05,5,1,January,1,2020,Sunday,True
371,2020-01-06,6,1,January,1,2020,Monday,False
372,2020-01-07,7,1,January,1,2020,Tuesday,False
373,2020-01-08,8,1,January,1,2020,Wednesday,False
374,2020-01-09,9,1,January,1,2020,Thursday,False
375,2020-01-10,10,1,January,1,2020,Friday,False
376,2020-01-11,11,1,January,1,2020,Saturday,True
377,2020-01-12,12,1,January,1,2020,Sunday,True
378,2020-01-13,13,1,January,1,2020,Monday,False
379,2020-01-14,14,1,January,1,2020,Tuesday,False
380,2020-01-15,15,1,January,1,2020,Wednesday,False
381,2020-01-16,16,1,January,1,2020,Thursday,False
382,2020-01-17,17,1,January,1,2020,Friday,False
383,2020-01-18,18,1,January,1,2020,Saturday,True
384,2020-01-19,19,1,January,1,2020,Sunday,True
385,2020-01-20,20,1,January,1,2020,Monday,False
386,2020-01-21,21,1,January,1,2020,Tuesday,False
387,2020-01-22,22,1,January,1,2020,Wednesday,False
388,2020-01-23,23,1,January,1,2020,Thursday,False
389,2020-01-24,24,1,January,1,2020,Friday,False
390,2020-01-25,25,1,January,1,2020,Saturday,True
391,2020-01-26,26,1,January,1,2020,Sunday,True
392,2020-01-27,27,1,January,1,2020,Monday,False
393,2020-01-28,28,1,January,1,2020,Tuesday,False
394,2020-01-29,29,1,January,1,2020,Wednesday,False
395,2020-01-30,30,1,January,1,2020,Thursday,False
396,2020-01-31,31,1,January,1,2020,Friday,False
397,2020-02-01,1,2,February,1,2020,Saturday,True
398,2020-02-02,2,2,February,1,2020,Sunday,True
399,2020-02-03,3,2,February,1,2020,Monday,False
400,2020-02-04,4,2,February,1,2020,Tuesday,False
401,2020-02-05,5,2,February,1,2020,Wednesday,False
402,2020-02-06,6,2,February,1,2020,Thursday,False
403,2020-02-07,7,2,February,1,2020,Friday,False
404,2020-02-08,8,2,February,1,2020,Saturday,True
405,2020-02-09,9,2,February,1,2020,Sunday,True
406,2020-02-10,10,2,February,1,2020,Monday,False
407,2020-02-11,11,2,February,1,2020,Tuesday,False
408,2020-02-12,12,2,February,1,2020,Wednesday,False
409,2020-02-13,13,2,February,1,2020,Thursday,False
410,2020-02-14,14,2,February,1,2020,Friday,False
411,2020-02-15,15,2,February,1,2020,Saturday,True
412,2020-02-16,16,2,February,1,2020,Sunday,True
413,2020-02-17,17,2,February,1,2020,Monday,False
414,2020-02-18,18,2,February,1,2020,Tuesday,False
415,2020-02-19,19,2,February,1,2020,Wednesday,False
416,2020-02-20,20,2,February,1,2020,Thursday,False
417,2020-02-21,21,2,February,1,2020,Friday,False
418,2020-02-22,22,2,February,1,2020,Saturday,True
419,2020-02-23,23,2,February,1,2020,Sunday,True
420,2020-02-24,24,2,February,1,2020,Monday,False
421,2020-02-25,25,2,February,1,2020,Tuesday,False
422,2020-02-26,26,2,February,1,2020,Wednesday,False
423,2020-02-27,27,2,February,1,2020,Thursday,False
424,2020-02-28,28,2,February,1,2020,Friday,False
425,2020-02-29,29,2,February,1,2020,Saturday,True
426,2020-03-01,1,3,March,1,2020,Sunday,True
427,2020-03-02,2,3,March,1,2020,Monday,False
428,2020-03-03,3,3,March,1,2020,Tuesday,False
429,2020-03-04,4,3,March,1,2020,Wednesday,False
430,2020-03-05,5,3,March,1,2020,Thursday,False
431,2020-03-06,6,3,March,1,2020,Friday,False
432,2020-03-07,7,3,March,1,2020,Saturday,True
433,2020-03-08,8,3,March,1,2020,Sunday,True
434,2020-03-09,9,3,March,1,2020,Monday,False
435,2020-03-10,10,3,March,1,2020,Tuesday,False
436,2020-03-11,11,3,March,1,2020,Wednesday,False
437,2020-03-12,12,3,March,1,2020,Thursday,False
438,2020-03-13,13,3,March,1,2020,Friday,False
439,2020-03-14,14,3,March,1,2020,Saturday,True
440,2020-03-15,15,3,March,1,2020,Sunday,True
441,2020-03-16,16,3,March,1,2020,Monday,False
442,2020-03-17,17,3,March,1,2020,Tuesday,False
443,2020-03-18,18,3,March,1,2020,Wednesday,False
444,2020-03-19,19,3,March,1,2020,Thursday,False
445,2020-03-20,20,3,March,1,2020,Friday,False
446,2020-03-21,21,3,March,1,2020,Saturday,True
447,2020-03-22,22,3,March,1,2020,Sunday,True
448,2020-03-23,23,3,March,1,2020,Monday,False
449,2020-03-24,24,3,March,1,2020,Tuesday,False
450,2020-03-25,25,3,March,1,2020,Wednesday,False
451,2020-03-26,26,3,March,1,2020,Thursday,False
452,2020-03-27,27,3,March,1,2020,Friday,False
453,2020-03-28,28,3,March,1,2020,Saturday,True
454,2020-03-29,29,3,March,1,2020,Sunday,True
455,2020-03-30,30,3,March,1,2020,Monday,False
456,2020-03-31,31,3,March,1,2020,Tuesday,False
457,2020-04-01,1,4,April,2,2020,Wednesday,False
458,2020-04-02,2,4,April,2,2020,Thursday,False
459,2020-04-03,3,4,April,2,2020,Friday,False
460,2020-04-04,4,4,April,2,2020,Saturday,True
461,2020-04-05,5,4,April,2,2020,Sunday,True
462,2020-04-06,6,4,April,2,2020,Monday,False
463,2020-04-07,7,4,April,2,2020,Tuesday,False
464,2020-04-08,8,4,April,2,2020,Wednesday,False
465,2020-04-09,9,4,April,2,2020,Thursday,False
466,2020-04-10,10,4,April,2,2020,Friday,False
467,2020-04-11,11,4,April,2,2020,Saturday,True
468,2020-04-12,12,4,April,2,2020,Sunday,True
469,2020-04-13,13,4,April,2,2020,Monday,False
470,2020-04-14,14,4,April,2,2020,Tuesday,False
471,2020-04-15,15,4,April,2,2020,Wednesday,False
472,2020-04-16,16,4,April,2,2020,Thursday,False
473,2020-04-17,17,4,April,2,2020,Friday,False
474,2020-04-18,18,4,April,2,2020,Saturday,True
475,2020-04-19,19,4,April,2,2020,Sunday,True
476,2020-04-20,20,4,April,2,2020,Monday,False
477,2020-04-21,21,4,April,2,2020,Tuesday,False
478,2020-04-22,22,4,April,2,2020,Wednesday,False
479,2020-04-23,23,4,April,2,2020,Thursday,False
480,2020-04-24,24,4,April,2,2020,Friday,False
481,2020-04-25,25,4,April,2,2020,Saturday,True
482,2020-04-26,26,4,April,2,2020,Sunday,True
483,2020-04-27,27,4,April,2,2020,Monday,False
484,2020-04-28,28,4,April,2,2020,Tuesday,False
485,2020-04-29,29,4,April,2,2020,Wednesday,False
486,2020-04-30,30,4,April,2,2020,Thursday,False
487,2020-05-01,1,5,May,2,2020,Friday,False
488,2020-05-02,2,5,May,2,2020,Saturday,True
489,2020-05-03,3,5,May,2,2020,Sunday,True
490,2020-05-04,4,5,May,2,2020,Monday,False
491,2020-05-05,5,5,May,2,2020,Tuesday,False
492,2020-05-06,6,5,May,2,2020,Wednesday,False
493,2020-05-07,7,5,May,2,2020,Thursday,False
494,2020-05-08,8,5,May,2,2020,Friday,False
495,2020-05-09,9,5,May,2,2020,Saturday,True
496,2020-05-10,10,5,May,2,2020,Sunday,True
497,2020-05-11,11,5,May,2,2020,Monday,False
498,2020-05-12,12,5,May,2,2020,Tuesday,False
499,2020-05-13,13,5,May,2,2020,Wednesday,False
500,2020-05-14,14,5,May,2,2020,Thursday,False
501,2020-05-15,15,5,May,2,2020,Friday,False
502,2020-05-16,16,5,May,2,2020,Saturday,True
503,2020-05-17,17,5,May,2,2020,Sunday,True
504,2020-05-18,18,5,May,2,2020,Monday,False
505,2020-05-19,19,5,May,2,2020,Tuesday,False
506,2020-05-20,20,5,May,2,2020,Wednesday,False
507,2020-05-21,21,5,May,2,2020,Thursday,False
508,2020-05-22,22,5,May,2,2020,Friday,False
509,2020-05-23,23,5,May,2,2020,Saturday,True
510,2020-05-24,24,5,May,2,2020,Sunday,True
511,2020-05-25,25,5,May,2,2020,Monday,False
512,2020-05-26,26,5,May,2,2020,Tuesday,False
513,2020-05-27,27,5,May,2,2020,Wednesday,False
514,2020-05-28,28,5,May,2,2020,Thursday,False
515,2020-05-29,29,5,May,2,2020,Friday,False
