date_id,full_date,day,month,month_name,quarter,year,day_of_week,is_weekend
177,6/26/2019,26,6,June,2,2019,Wednesday,FALSE
178,6/27/2019,27,6,June,2,2019,Thursday,FALSE
179,6/28/2019,28,6,June,2,2019,Friday,FALSE
180,6/29/2019,29,6,June,2,2019,Saturday,TRUE
181,6/30/2019,30,6,June,2,2019,Sunday,TRUE
182,7/1/2019,1,7,July,3,2019,Monday,FALSE
183,7/2/2019,2,7,July,3,2019,Tuesday,FALSE
184,7/3/2019,3,7,July,3,2019,Wednesday,FALSE
185,7/4/2019,4,7,July,3,2019,Thursday,FALSE
186,7/5/2019,5,7,July,3,2019,Friday,FALSE
187,7/6/2019,6,7,July,3,2019,Saturday,TRUE
188,7/7/2019,7,7,July,3,2019,Sunday,TRUE
189,7/8/2019,8,7,July,3,2019,Monday,FALSE
190,7/9/2019,9,7,July,3,2019,Tuesday,FALSE
191,7/10/2019,10,7,July,3,2019,Wednesday,FALSE
192,7/11/2019,11,7,July,3,2019,Thursday,FALSE
193,7/12/2019,12,7,July,3,2019,Friday,FALSE
194,7/13/2019,13,7,July,3,2019,Saturday,TRUE
195,7/14/2019,14,7,July,3,2019,Sunday,TRUE
196,7/15/2019,15,7,July,3,2019,Monday,FALSE
197,7/16/2019,16,7,July,3,2019,Tuesday,FALSE
198,7/17/2019,17,7,July,3,2019,Wednesday,FALSE
199,7/18/2019,18,7,July,3,2019,Thursday,FALSE
200,7/19/2019,19,7,July,3,2019,Friday,FALSE
201,7/20/2019,20,7,July,3,2019,Saturday,TRUE
202,7/21/2019,21,7,July,3,2019,Sunday,TRUE
203,7/22/2019,22,7,July,3,2019,Monday,FALSE
204,7/23/2019,23,7,July,3,2019,Tuesday,FALSE
205,7/24/2019,24,7,July,3,2019,Wednesday,FALSE
206,7/25/2019,25,7,July,3,2019,Thursday,FALSE
207,7/26/2019,26,7,July,3,2019,Friday,FALSE
208,7/27/2019,27,7,July,3,2019,Saturday,TRUE
209,7/28/2019,28,7,July,3,2019,Sunday,TRUE
210,7/29/2019,29,7,July,3,2019,Monday,FALSE
211,7/30/2019,30,7,July,3,2019,Tuesday,FALSE
212,7/31/2019,31,7,July,3,2019,Wednesday,FALSE
213,8/1/2019,1,8,August,3,2019,Thursday,FALSE
214,8/2/2019,2,8,August,3,2019,Friday,FALSE
215,8/3/2019,3,8,August,3,2019,Saturday,TRUE
216,8/4/2019,4,8,August,3,2019,Sunday,TRUE
217,8/5/2019,5,8,August,3,2019,Monday,FALSE
218,8/6/2019,6,8,August,3,2019,Tuesday,FALSE
219,8/7/2019,7,8,August,3,2019,Wednesday,FALSE
220,8/8/2019,8,8,August,3,2019,Thursday,FALSE
221,8/9/2019,9,8,August,3,2019,Friday,FALSE
222,8/10/2019,10,8,August,3,2019,Saturday,TRUE
223,8/11/2019,11,8,August,3,2019,Sunday,TRUE
224,8/12/2019,12,8,August,3,2019,Monday,FALSE
225,8/13/2019,13,8,August,3,2019,Tuesday,FALSE
226,8/14/2019,14,8,August,3,2019,Wednesday,FALSE
227,8/15/2019,15,8,August,3,2019,Thursday,FALSE
228,8/16/2019,16,8,August,3,2019,Friday,FALSE
229,8/17/2019,17,8,August,3,2019,Saturday,TRUE
230,8/18/2019,18,8,August,3,2019,Sunday,TRUE
231,8/19/2019,19,8,August,3,2019,Monday,FALSE
232,8/20/2019,20,8,August,3,2019,Tuesday,FALSE
233,8/21/2019,21,8,August,3,2019,Wednesday,FALSE
234,8/22/2019,22,8,August,3,2019,Thursday,FALSE
235,8/23/2019,23,8,August,3,2019,Friday,FALSE
236,8/24/2019,24,8,August,3,2019,Saturday,TRUE
237,8/25/2019,25,8,August,3,2019,Sunday,TRUE
238,8/26/2019,26,8,August,3,2019,Monday,FALSE
239,8/27/2019,27,8,August,3,2019,Tuesday,FALSE
240,8/28/2019,28,8,August,3,2019,Wednesday,FALSE
241,8/29/2019,29,8,August,3,2019,Thursday,FALSE
242,8/30/2019,30,8,August,3,2019,Friday,FALSE
243,8/31/2019,31,8,August,3,2019,Saturday,TRUE
244,9/1/2019,1,9,September,3,2019,Sunday,TRUE
245,9/2/2019,2,9,September,3,2019,Monday,FALSE
246,9/3/2019,3,9,September,3,2019,Tuesday,FALSE
247,9/4/2019,4,9,September,3,2019,Wednesday,FALSE
248,9/5/2019,5,9,September,3,2019,Thursday,FALSE
249,9/6/2019,6,9,September,3,2019,Friday,FALSE
250,9/7/2019,7,9,September,3,2019,Saturday,TRUE
251,9/8/2019,8,9,September,3,2019,Sunday,TRUE
252,9/9/2019,9,9,September,3,2019,Monday,FALSE
253,9/10/2019,10,9,September,3,2019,Tuesday,FALSE
254,9/11/2019,11,9,September,3,2019,Wednesday,FALSE
255,9/12/2019,12,9,September,3,2019,Thursday,FALSE
256,9/13/2019,13,9,September,3,2019,Friday,FALSE
257,9/14/2019,14,9,September,3,2019,Saturday,TRUE
258,9/15/2019,15,9,September,3,2019,Sunday,TRUE
259,9/16/2019,16,9,September,3,2019,Monday,FALSE
260,9/17/2019,17,9,September,3,2019,Tuesday,FALSE
261,9/18/2019,18,9,September,3,2019,Wednesday,FALSE
262,9/19/2019,19,9,September,3,2019,Thursday,FALSE
263,9/20/2019,20,9,September,3,2019,Friday,FALSE
264,9/21/2019,21,9,September,3,2019,Saturday,TRUE
265,9/22/2019,22,9,September,3,2019,Sunday,TRUE
266,9/23/2019,23,9,September,3,2019,Monday,FALSE
267,9/24/2019,24,9,September,3,2019,Tuesday,FALSE
268,9/25/2019,25,9,September,3,2019,Wednesday,FALSE
269,9/26/2019,26,9,September,3,2019,Thursday,FALSE
270,9/27/2019,27,9,September,3,2019,Friday,FALSE
271,9/28/2019,28,9,September,3,2019,Saturday,TRUE
272,9/29/2019,29,9,September,3,2019,Sunday,TRUE
273,9/30/2019,30,9,September,3,2019,Monday,FALSE
274,10/1/2019,1,10,October,4,2019,Tuesday,FALSE
275,10/2/2019,2,10,October,4,2019,Wednesday,FALSE
276,10/3/2019,3,10,October,4,2019,Thursday,FALSE
277,10/4/2019,4,10,October,4,2019,Friday,FALSE
278,10/5/2019,5,10,October,4,2019,Saturday,TRUE
279,10/6/2019,6,10,October,4,2019,Sunday,TRUE
280,10/7/2019,7,10,October,4,2019,Monday,FALSE
281,10/8/2019,8,10,October,4,2019,Tuesday,FALSE
282,10/9/2019,9,10,October,4,2019,Wednesday,FALSE
283,10/10/2019,10,10,October,4,2019,Thursday,FALSE
284,10/11/2019,11,10,October,4,2019,Friday,FALSE
285,10/12/2019,12,10,October,4,2019,Saturday,TRUE
286,10/13/2019,13,10,October,4,2019,Sunday,TRUE
287,10/14/2019,14,10,October,4,2019,Monday,FALSE
288,10/15/2019,15,10,October,4,2019,Tuesday,FALSE
289,10/16/2019,16,10,October,4,2019,Wednesday,FALSE
290,10/17/2019,17,10,October,4,2019,Thursday,FALSE
291,10/18/2019,18,10,October,4,2019,Friday,FALSE
292,10/19/2019,19,10,October,4,2019,Saturday,TRUE
293,10/20/2019,20,10,October,4,2019,Sunday,TRUE
294,10/21/2019,21,10,October,4,2019,Monday,FALSE
295,10/22/2019,22,10,October,4,2019,Tuesday,FALSE
296,10/23/2019,23,10,October,4,2019,Wednesday,FALSE
297,10/24/2019,24,10,October,4,2019,Thursday,FALSE
298,10/25/2019,25,10,October,4,2019,Friday,FALSE
299,10/26/2019,26,10,October,4,2019,Saturday,TRUE
300,10/27/2019,27,10,October,4,2019,Sunday,TRUE
301,10/28/2019,28,10,October,4,2019,Monday,FALSE
302,10/29/2019,29,10,October,4,2019,Tuesday,FALSE
303,10/30/2019,30,10,October,4,2019,Wednesday,FALSE
304,10/31/2019,31,10,October,4,2019,Thursday,FALSE
305,11/1/2019,1,11,November,4,2019,Friday,FALSE
306,11/2/2019,2,11,November,4,2019,Saturday,TRUE
307,11/3/2019,3,11,November,4,2019,Sunday,TRUE
308,11/4/2019,4,11,November,4,2019,Monday,FALSE
309,11/5/2019,5,11,November,4,2019,Tuesday,FALSE
310,11/6/2019,6,11,November,4,2019,Wednesday,FALSE
311,11/7/2019,7,11,November,4,2019,Thursday,FALSE
312,11/8/2019,8,11,November,4,2019,Friday,FALSE
313,11/9/2019,9,11,November,4,2019,Saturday,TRUE
314,11/10/2019,10,11,November,4,2019,Sunday,TRUE
315,11/11/2019,11,11,November,4,2019,Monday,FALSE
316,11/12/2019,12,11,November,4,2019,Tuesday,FALSE
317,11/13/2019,13,11,November,4,2019,Wednesday,FALSE
318,11/14/2019,14,11,November,4,2019,Thursday,FALSE
319,11/15/2019,15,11,November,4,2019,Friday,FALSE
320,11/16/2019,16,11,November,4,2019,Saturday,TRUE
321,11/17/2019,17,11,November,4,2019,Sunday,TRUE
322,11/18/2019,18,11,November,4,2019,Monday,FALSE
323,11/19/2019,19,11,November,4,2019,Tuesday,FALSE
324,11/20/2019,20,11,November,4,2019,Wednesday,FALSE
325,11/21/2019,21,11,November,4,2019,Thursday,FALSE
326,11/22/2019,22,11,November,4,2019,Friday,FALSE
327,11/23/2019,23,11,November,4,2019,Saturday,TRUE
328,11/24/2019,24,11,November,4,2019,Sunday,TRUE
329,11/25/2019,25,11,November,4,2019,Monday,FALSE
330,11/26/2019,26,11,November,4,2019,Tuesday,FALSE
331,11/27/2019,27,11,November,4,2019,Wednesday,FALSE
332,11/28/2019,28,11,November,4,2019,Thursday,FALSE
333,11/29/2019,29,11,November,4,2019,Friday,FALSE
334,11/30/2019,30,11,November,4,2019,Saturday,TRUE
335,12/1/2019,1,12,December,4,2019,Sunday,TRUE
336,12/2/2019,2,12,December,4,2019,Monday,FALSE
337,12/3/2019,3,12,December,4,2019,Tuesday,FALSE
338,12/4/2019,4,12,December,4,2019,Wednesday,FALSE
339,12/5/2019,5,12,December,4,2019,Thursday,FALSE
340,12/6/2019,6,12,December,4,2019,Friday,FALSE
341,12/7/2019,7,12,December,4,2019,Saturday,TRUE
342,12/8/2019,8,12,December,4,2019,Sunday,TRUE
343,12/9/2019,9,12,December,4,2019,Monday,FALSE
344,12/10/2019,10,12,December,4,2019,Tuesday,FALSE
345,12/11/2019,11,12,December,4,2019,Wednesday,FALSE
346,12/12/2019,12,12,December,4,2019,Thursday,FALSE
347,12/13/2019,13,12,December,4,2019,Friday,FALSE
348,12/14/2019,14,12,December,4,2019,Saturday,TRUE
349,12/15/2019,15,12,December,4,2019,Sunday,TRUE
350,12/16/2019,16,12,December,4,2019,Monday,FALSE
351,12/17/2019,17,12,December,4,2019,Tuesday,FALSE
352,12/18/2019,18,12,December,4,2019,Wednesday,FALSE
353,12/19/2019,19,12,December,4,2019,Thursday,FALSE
354,12/20/2019,20,12,December,4,2019,Friday,FALSE
355,12/21/2019,21,12,December,4,2019,Saturday,TRUE
356,12/22/2019,22,12,December,4,2019,Sunday,TRUE
357,12/23/2019,23,12,December,4,2019,Monday,FALSE
358,12/24/2019,24,12,December,4,2019,Tuesday,FALSE
359,12/25/2019,25,12,December,4,2019,Wednesday,FALSE
360,12/26/2019,26,12,December,4,2019,Thursday,FALSE
361,12/27/2019,27,12,December,4,2019,Friday,FALSE
362,12/28/2019,28,12,December,4,2019,Saturday,TRUE
363,12/29/2019,29,12,December,4,2019,Sunday,TRUE
364,12/30/2019,30,12,December,4,2019,Monday,FALSE
365,12/31/2019,31,12,December,4,2019,Tuesday,FALSE
366,1/1/2020,1,1,January,1,2020,Wednesday,FALSE
367,1/2/2020,2,1,January,1,2020,Thursday,FALSE
368,1/3/2020,3,1,January,1,2020,Friday,FALSE
369,1/4/2020,4,1,January,1,2020,Saturday,TRUE
370,1/5/2020,5,1,January,1,2020,Sunday,TRUE
371,1/6/2020,6,1,January,1,2020,Monday,FALSE
372,1/7/2020,7,1,January,1,2020,Tuesday,FALSE
373,1/8/2020,8,1,January,1,2020,Wednesday,FALSE
374,1/9/2020,9,1,January,1,2020,Thursday,FALSE
375,1/10/2020,10,1,January,1,2020,Friday,FALSE
376,1/11/2020,11,1,January,1,2020,Saturday,TRUE
377,1/12/2020,12,1,January,1,2020,Sunday,TRUE
378,1/13/2020,13,1,January,1,2020,Monday,FALSE
379,1/14/2020,14,1,January,1,2020,Tuesday,FALSE
380,1/15/2020,15,1,January,1,2020,Wednesday,FALSE
381,1/16/2020,16,1,January,1,2020,Thursday,FALSE
382,1/17/2020,17,1,January,1,2020,Friday,FALSE
383,1/18/2020,18,1,January,1,2020,Saturday,TRUE
384,1/19/2020,19,1,January,1,2020,Sunday,TRUE
385,1/20/2020,20,1,January,1,2020,Monday,FALSE
386,1/21/2020,21,1,January,1,2020,Tuesday,FALSE
387,1/22/2020,22,1,January,1,2020,Wednesday,FALSE
388,1/23/2020,23,1,January,1,2020,Thursday,FALSE
389,1/24/2020,24,1,January,1,2020,Friday,FALSE
390,1/25/2020,25,1,January,1,2020,Saturday,TRUE
391,1/26/2020,26,1,January,1,2020,Sunday,TRUE
392,1/27/2020,27,1,January,1,2020,Monday,FALSE
393,1/28/2020,28,1,January,1,2020,Tuesday,FALSE
394,1/29/2020,29,1,January,1,2020,Wednesday,FALSE
395,1/30/2020,30,1,January,1,2020,Thursday,FALSE
396,1/31/2020,31,1,January,1,2020,Friday,FALSE
397,2/1/2020,1,2,February,1,2020,Saturday,TRUE
398,2/2/2020,2,2,February,1,2020,Sunday,TRUE
399,2/3/2020,3,2,February,1,2020,Monday,FALSE
400,2/4/2020,4,2,February,1,2020,Tuesday,FALSE
401,2/5/2020,5,2,February,1,2020,Wednesday,FALSE
402,2/6/2020,6,2,February,1,2020,Thursday,FALSE
403,2/7/2020,7,2,February,1,2020,Friday,FALSE
404,2/8/2020,8,2,February,1,2020,Saturday,TRUE
405,2/9/2020,9,2,February,1,2020,Sunday,TRUE
406,2/10/2020,10,2,February,1,2020,Monday,FALSE
407,2/11/2020,11,2,February,1,2020,Tuesday,FALSE
408,2/12/2020,12,2,February,1,2020,Wednesday,FALSE
409,2/13/2020,13,2,February,1,2020,Thursday,FALSE
410,2/14/2020,14,2,February,1,2020,Friday,FALSE
411,2/15/2020,15,2,February,1,2020,Saturday,TRUE
412,2/16/2020,16,2,February,1,2020,Sunday,TRUE
413,2/17/2020,17,2,February,1,2020,Monday,FALSE
414,2/18/2020,18,2,February,1,2020,Tuesday,FALSE
415,2/19/2020,19,2,February,1,2020,Wednesday,FALSE
416,2/20/2020,20,2,February,1,2020,Thursday,FALSE
417,2/21/2020,21,2,February,1,2020,Friday,FALSE
418,2/22/2020,22,2,February,1,2020,Saturday,TRUE
419,2/23/2020,23,2,February,1,2020,Sunday,TRUE
420,2/24/2020,24,2,February,1,2020,Monday,FALSE
421,2/25/2020,25,2,February,1,2020,Tuesday,FALSE
422,2/26/2020,26,2,February,1,2020,Wednesday,FALSE
423,2/27/2020,27,2,February,1,2020,Thursday,FALSE
424,2/28/2020,28,2,February,1,2020,Friday,FALSE
425,2/29/2020,29,2,February,1,2020,Saturday,TRUE
426,3/1/2020,1,3,March,1,2020,Sunday,TRUE
427,3/2/2020,2,3,March,1,2020,Monday,FALSE
428,3/3/2020,3,3,March,1,2020,Tuesday,FALSE
429,3/4/2020,4,3,March,1,2020,Wednesday,FALSE
430,3/5/2020,5,3,March,1,2020,Thursday,FALSE
431,3/6/2020,6,3,March,1,2020,Friday,FALSE
432,3/7/2020,7,3,March,1,2020,Saturday,TRUE
433,3/8/2020,8,3,March,1,2020,Sunday,TRUE
434,3/9/2020,9,3,March,1,2020,Monday,FALSE
435,3/10/2020,10,3,March,1,2020,Tuesday,FALSE
436,3/11/2020,11,3,March,1,2020,Wednesday,FALSE
437,3/12/2020,12,3,March,1,2020,Thursday,FALSE
438,3/13/2020,13,3,March,1,2020,Friday,FALSE
439,3/14/2020,14,3,March,1,2020,Saturday,TRUE
440,3/15/2020,15,3,March,1,2020,Sunday,TRUE
441,3/16/2020,16,3,March,1,2020,Monday,FALSE
442,3/17/2020,17,3,March,1,2020,Tuesday,FALSE
443,3/18/2020,18,3,March,1,2020,Wednesday,FALSE
444,3/19/2020,19,3,March,1,2020,Thursday,FALSE
445,3/20/2020,20,3,March,1,2020,Friday,FALSE
446,3/21/2020,21,3,March,1,2020,Saturday,TRUE
447,3/22/2020,22,3,March,1,2020,Sunday,TRUE
448,3/23/2020,23,3,March,1,2020,Monday,FALSE
449,3/24/2020,24,3,March,1,2020,Tuesday,FALSE
450,3/25/2020,25,3,March,1,2020,Wednesday,FALSE
451,3/26/2020,26,3,March,1,2020,Thursday,FALSE
452,3/27/2020,27,3,March,1,2020,Friday,FALSE
453,3/28/2020,28,3,March,1,2020,Saturday,TRUE
454,3/29/2020,29,3,March,1,2020,Sunday,TRUE
455,3/30/2020,30,3,March,1,2020,Monday,FALSE
456,3/31/2020,31,3,March,1,2020,Tuesday,FALSE
457,4/1/2020,1,4,April,2,2020,Wednesday,FALSE
458,4/2/2020,2,4,April,2,2020,Thursday,FALSE
459,4/3/2020,3,4,April,2,2020,Friday,FALSE
460,4/4/2020,4,4,April,2,2020,Saturday,TRUE
461,4/5/2020,5,4,April,2,2020,Sunday,TRUE
462,4/6/2020,6,4,April,2,2020,Monday,FALSE
463,4/7/2020,7,4,April,2,2020,Tuesday,FALSE
464,4/8/2020,8,4,April,2,2020,Wednesday,FALSE
